Condition,Price,Mileage,Model_Year,Make,Model,Type,OBO,Seller_Status,Vehicle_Tile
Used,16999,2231,2017.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,21995,5881,2016.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,9950,17543,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16992,12075,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14750,13862,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7492,18825,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6999,72556,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16992,14505,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7492,18825,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6999,72556,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16992,14505,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9980,23203,2007.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,11998,50970,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15521,11055,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20500,5620,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,39999,5504,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,21779,2015.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,6570,6905,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,21995,5881,2016.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,405,11402,2014.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,14990,17053,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6750,210,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10995,18153,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,33803,2007.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,22991,1482,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8490,8459,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6370,364,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19500,4623,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,26039,2015.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,100,37208,2001.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,9896,1231,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10790,69495,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9790,8509,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7896,889,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,250,429,2016.0,Harley-Davidson,Dyna,Standard,False,dealer,Clear
Used,1025,10951,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8300,385,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13791,9079,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18791,2261,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19750,3069,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,22798,0,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16999,17064,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12472,4640,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,19393,2011.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,19950,15147,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,31970,2710,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13960,13094,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,27495,4545,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14850,13033,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11791,5303,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11792,5179,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,1025,29666,2014.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,30999,2849,2015.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,21870,2806,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,250,29490,2011.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,13891,14053,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15995,18023,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11346,41448,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,22960,3226,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8660,27731,1985.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,37631,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13991,51783,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,4173,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7598,646,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11495,38866,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17780,6820,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,13041,2016.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,8990,69135,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17879,11342,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,250,2755,2016.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,18998,7000,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14698,17939,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11791,16373,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15250,6090,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6970,3167,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18995,3776,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11791,16373,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15250,6090,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6970,3167,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3250,19134,2010.0,Harley-Davidson,Dyna,Standard,False,dealer,Clear
Used,18995,3776,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6897,7922,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11498,29721,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19991,4982,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16970,19311,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12990,37691,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13998,35857,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,22899,5905,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,25699,2469,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14995,20605,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10791,26020,2003.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14999,41787,2012.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,17970,5133,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18999,26170,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17970,5133,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18999,26170,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17995,9077,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,22799,1226,2016.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,32450,1515,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17998,22732,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18460,8537,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15999,31450,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,1232,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,100,1117,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,100,4651,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,100,29491,2013.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,23199,14265,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6650,1440,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14895,516,2016.0,Harley-Davidson,V-ROD,Cruiser,False,dealer,Clear
Used,1000,21431,2014.0,Harley-Davidson,Softail,Touring,False,dealer,Clear
Used,7995,14559,2008.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13460,12455,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9791,9532,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,1000,21431,2014.0,Harley-Davidson,Softail,Touring,False,dealer,Clear
Used,16740,28209,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,1025,3869,2013.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,13960,16199,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18480,40326,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,960,1411,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11460,47985,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15899,1622,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,1000,710,2017.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,100,12275,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,100,32975,2009.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,14999,760,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,3486,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8100,7485,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8100,7485,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,1000,14301,2005.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,100,17896,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7300,15934,2013.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,7300,15934,2013.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,500,8967,2007.0,Harley-Davidson,V-ROD,Standard,False,dealer,Clear
Used,11277,21042,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12895,2051,2016.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,8400,938,2016.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,1000,1450,2016.0,Harley-Davidson,Dyna,Standard,False,dealer,Clear
Used,1000,8994,2015.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,5100,18520,2015.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,18999,16089,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,10333,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18792,1085,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14792,310,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9491,11740,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12960,511,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13990,1720,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6660,10277,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9750,3367,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13998,4509,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19998,22247,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19960,10182,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15995,901,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3690,4794,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9997,9324,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15660,10424,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15460,5712,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9798,61390,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10660,21272,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5490,1,1998.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10998,2993,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17998,2167,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10491,52470,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16490,10836,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19998,17112,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17670,19007,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14991,43235,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13499,7364,2004.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,28649,4580,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8999,14859,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8999,19144,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11996,6563,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12960,2247,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14950,9344,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12950,8559,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9750,3899,1995.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17500,10100,2009.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,11999,4310,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10750,4440,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8188,9061,2007.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,29500,4705,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10450,3790,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10588,1045,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,32677,4476,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8950,15020,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9999,3182,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6695,30549,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4999,8375,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17992,3025,2016.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,12896,12499,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19977,14546,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7466,5819,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19977,14546,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7466,5819,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9490,34749,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13960,14379,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12988,1202,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6297,23719,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10791,11516,2010.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18992,4267,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7999,4926,2013.0,Harley-Davidson,Sportster,Standard,True,dealer,Clear
Used,7950,28587,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4950,391,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12992,12155,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5999,15527,2001.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8750,10150,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5500,36900,1998.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13488,38923,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,24950,715,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13999,6342,2013.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,6988,1149,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,5990,8718,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6999,136,2016.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,16950,5181,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4377,9448,2009.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6990,1109,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9999,38796,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6990,7029,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16460,613,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13499,2394,2016.0,Harley-Davidson,Dyna,Standard,True,dealer,Clear
Used,7499,14952,2007.0,Harley-Davidson,Dyna,Standard,True,dealer,Clear
Used,24950,10277,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,21999,16437,2013.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,17999,367,2016.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,49988,3142,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18950,3587,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17950,8802,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8670,37105,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14980,3096,2016.0,Harley-Davidson,Softail,Gasoline,True,dealer,Clear
Used,12950,9541,1998.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20999,25621,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8850,1704,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17750,292,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12977,77,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,15450,23155,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14950,26950,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16677,4527,2008.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13500,41104,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16991,1800,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4990,6318,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9750,780,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8577,13229,2004.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7490,76276,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3000,5350,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7391,18312,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9495,18969,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,29950,2790,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18877,3751,2012.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10796,17594,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18480,40326,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,25777,27,2017.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13588,881,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,16950,19834,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12450,12292,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10480,28802,2008.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,21588,10142,2011.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13988,16001,2015.0,Harley-Davidson,Touring,Gasoline,False,dealer,Clear
Used,19888,5727,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,21677,7220,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8300,16000,2008.0,Harley-Davidson,Touring,Touring,True,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,7691,26594,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16999,2928,2015.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,10499,3155,2016.0,Harley-Davidson,Sportster,Standard,True,dealer,Clear
Used,21588,10142,2011.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12970,1877,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,5000,15000,2002.0,Harley-Davidson,Softail,Sport Bike,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,12988,4340,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11199,42,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13490,23617,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
